ProductID,ProductName,CategoryID,CategoryName,SupplierID,Brand,UnitCost,UnitPrice,ReorderLevel,ReorderQuantity,LaunchDate,IsActive
PRD00195,Bajaj Garment Steamer Portable Pro 969,CAT002,Home Appliances,SUP036,Bajaj,3108.85,4088.9,15,72,2022-09-06,1
PRD00196,Usha Electric Kettle 1.8L Classic 573,CAT002,Home Appliances,SUP048,Usha,2246.88,3177.64,36,98,2024-07-01,1
PRD00197,Havells Multi-Cooker Electric Pan Eco 706,CAT002,Home Appliances,SUP051,Havells,3779.03,4849.89,16,38,2023-12-26,1
PRD00198,Bajaj Air Fryer Digital 4.5L Plus 474,CAT002,Home Appliances,SUP021,Bajaj,2976.38,4266.35,41,160,2024-09-21,1
PRD00199,Kent Multi-Cooker Electric Pan Classic 701,CAT002,Home Appliances,SUP052,Kent,1335.3,1863.27,54,154,2022-11-23,1
PRD00200,Bajaj Heavy Weight Dry Iron Plus 420,CAT002,Home Appliances,SUP027,Bajaj,1363.43,1880.51,36,122,2022-09-13,1
PRD00201,Prestige Multi-Cooker Electric Pan Classic 533,CAT002,Home Appliances,SUP009,Prestige,1889.59,2838.89,36,146,2022-08-10,1
PRD00202,Usha Electric Kettle 1.8L Eco 734,CAT002,Home Appliances,SUP025,Usha,865.49,1209.84,25,137,2022-04-27,1
PRD00203,Crompton Pop-up 4-Slice Toaster Classic 801,CAT002,Home Appliances,SUP002,Crompton,4260.88,6533.34,24,56,2022-02-19,1
PRD00204,Havells Vacuum Cleaner Handheld Prime 133,CAT002,Home Appliances,SUP050,Havells,2580.11,3776.34,35,174,2024-10-24,1
PRD00205,Crompton Vacuum Cleaner Handheld Max 686,CAT002,Home Appliances,SUP035,Crompton,1335.1,2084.53,48,144,2021-12-15,1
PRD00206,Kent Induction Cooktop 2000W Max 853,CAT002,Home Appliances,SUP056,Kent,6883.05,10675.4,19,27,2024-05-12,1
PRD00207,Crompton Air Fryer Digital 4.5L Max 894,CAT002,Home Appliances,SUP041,Crompton,6742.14,9083.73,28,69,2023-12-20,1
PRD00208,Prestige Tower Air Cooler Plus 903,CAT002,Home Appliances,SUP039,Prestige,2051.3,2761.76,28,147,2023-09-09,1
PRD00209,Prestige Pop-up 4-Slice Toaster Select 820,CAT002,Home Appliances,SUP051,Prestige,2717.92,4015.2,57,161,2021-03-25,1
PRD00210,Philips Tower Air Cooler Prime 987,CAT002,Home Appliances,SUP054,Philips,5533.2,8463.87,14,40,2022-12-11,1
PRD00211,Kent Induction Cooktop 2000W Eco 245,CAT002,Home Appliances,SUP051,Kent,4925.05,6731.6,23,49,2024-02-21,1
PRD00212,Bajaj Vacuum Cleaner Handheld Classic 627,CAT002,Home Appliances,SUP001,Bajaj,6260.97,9559.41,21,54,2024-06-19,1
PRD00213,Bajaj Vacuum Cleaner Handheld Eco 750,CAT002,Home Appliances,SUP053,Bajaj,5597.11,7822.44,12,75,2024-04-14,1
PRD00214,Crompton Induction Cooktop 2000W Prime 430,CAT002,Home Appliances,SUP049,Crompton,6869.66,9551.75,28,33,2024-06-22,1
PRD00215,Philips Convection Microwave Oven Max 741,CAT002,Home Appliances,SUP028,Philips,6525.15,9358.07,13,35,2024-08-01,1
PRD00216,Prestige Induction Cooktop 2000W Prime 262,CAT002,Home Appliances,SUP024,Prestige,7226.78,11614.64,12,66,2023-05-03,1
PRD00217,Prestige Ionic Hair Dryer 2000W Pro 505,CAT002,Home Appliances,SUP001,Prestige,5298.43,8159.94,17,52,2021-12-04,1
PRD00218,Crompton Induction Cooktop 2000W Max 235,CAT002,Home Appliances,SUP053,Crompton,5051.02,7357.64,24,25,2021-12-11,1
PRD00219,Kent Air Fryer Digital 4.5L Plus 589,CAT002,Home Appliances,SUP009,Kent,998.92,1404.86,31,88,2023-06-10,1
PRD00220,Prestige Tower Air Cooler Plus 170,CAT002,Home Appliances,SUP014,Prestige,4561.44,5859.46,30,35,2024-06-24,1
PRD00221,Prestige Ionic Hair Dryer 2000W Classic 730,CAT002,Home Appliances,SUP047,Prestige,5770.89,9230.37,12,31,2022-02-19,1
PRD00222,Usha Tower Air Cooler Classic 422,CAT002,Home Appliances,SUP039,Usha,6580.84,8948.67,30,30,2022-09-20,1
PRD00223,Morphy Richards Garment Steamer Portable Pro 968,CAT002,Home Appliances,SUP019,Morphy Richards,7014.79,11271.43,16,58,2022-12-13,1
PRD00224,Philips Ionic Hair Dryer 2000W Elite 606,CAT002,Home Appliances,SUP024,Philips,3440.61,4670.9,30,63,2021-09-01,1
PRD00225,Prestige Hand Blender & Chopper Classic 981,CAT002,Home Appliances,SUP005,Prestige,6952.04,9871.63,27,68,2022-08-25,1
PRD00226,Bajaj Convection Microwave Oven Pro 368,CAT002,Home Appliances,SUP033,Bajaj,2122.01,3456.4,50,139,2023-11-23,1
PRD00227,Kent Vacuum Cleaner Handheld Classic 818,CAT002,Home Appliances,SUP020,Kent,3567.65,5367.28,27,64,2022-05-03,1
PRD00228,Havells Air Fryer Digital 4.5L Plus 649,CAT002,Home Appliances,SUP016,Havells,2982.31,4421.9,29,114,2024-12-28,1
PRD00229,Havells Convection Microwave Oven Max 544,CAT002,Home Appliances,SUP046,Havells,1348.9,2013.93,28,114,2022-02-01,1
PRD00230,Philips Electric Kettle 1.8L Plus 608,CAT002,Home Appliances,SUP050,Philips,7835.88,11424.91,18,35,2023-03-24,1
PRD00231,Bajaj Heavy Weight Dry Iron Pro 443,CAT002,Home Appliances,SUP033,Bajaj,6705.09,9171.94,12,41,2021-08-15,1
PRD00232,Philips Hand Blender & Chopper Eco 979,CAT002,Home Appliances,SUP047,Philips,4843.37,6785.18,18,74,2021-10-22,1
PRD00233,Havells Air Fryer Digital 4.5L Pro 145,CAT002,Home Appliances,SUP012,Havells,7104.84,9134.67,11,55,2023-07-05,1
PRD00234,Kent Convection Microwave Oven Elite 429,CAT002,Home Appliances,SUP008,Kent,2374.04,3859.31,45,109,2021-10-12,1
PRD00235,Philips Pop-up 4-Slice Toaster Plus 328,CAT002,Home Appliances,SUP055,Philips,6683.62,11077.6,22,29,2024-05-25,1
PRD00236,Usha Heavy Weight Dry Iron Max 666,CAT002,Home Appliances,SUP016,Usha,3989.78,5591.1,19,61,2023-12-20,1
PRD00237,Usha Steam Iron 1800W Eco 891,CAT002,Home Appliances,SUP060,Usha,6463.12,9971.54,27,73,2022-03-01,1
PRD00238,Philips Tower Air Cooler Elite 654,CAT002,Home Appliances,SUP055,Philips,3134.78,4984.73,10,46,2021-11-13,1
PRD00239,Morphy Richards Garment Steamer Portable Max 310,CAT002,Home Appliances,SUP006,Morphy Richards,4556.06,6180.81,25,28,2022-12-09,1
PRD00240,Havells Convection Microwave Oven Classic 817,CAT002,Home Appliances,SUP041,Havells,7390.73,10596.37,12,62,2021-09-05,1
PRD00241,Bajaj Tower Air Cooler Pro 545,CAT002,Home Appliances,SUP054,Bajaj,5583.94,7381.55,19,41,2023-07-23,1
PRD00242,Usha Garment Steamer Portable Select 563,CAT002,Home Appliances,SUP011,Usha,2557.66,3336.56,37,92,2021-03-04,1
PRD00243,Crompton Steam Iron 1800W Select 516,CAT002,Home Appliances,SUP055,Crompton,1385.71,1936.68,38,132,2023-08-09,1
PRD00244,Bajaj Air Fryer Digital 4.5L Plus 926,CAT002,Home Appliances,SUP006,Bajaj,5766.93,9135.72,29,27,2022-06-05,1
PRD00245,Havells Garment Steamer Portable Select 505,CAT002,Home Appliances,SUP029,Havells,4429.31,6730.38,18,36,2021-07-28,1
PRD00246,Havells Pop-up 4-Slice Toaster Max 573,CAT002,Home Appliances,SUP013,Havells,1239.78,1945.93,32,76,2021-04-05,1
PRD00247,Usha Tower Air Cooler Max 696,CAT002,Home Appliances,SUP029,Usha,4992.42,8119.57,12,26,2021-04-21,1
PRD00248,Prestige Vacuum Cleaner Handheld Max 967,CAT002,Home Appliances,SUP028,Prestige,6877.51,9547.84,11,54,2021-03-19,1
PRD00249,Kent Garment Steamer Portable Eco 130,CAT002,Home Appliances,SUP029,Kent,3416.15,4858.0,21,38,2022-05-09,1
PRD00250,Philips Electric Kettle 1.8L Elite 762,CAT002,Home Appliances,SUP025,Philips,2737.07,3877.74,60,136,2021-02-09,1
PRD00251,Kent Electric Kettle 1.8L Elite 758,CAT002,Home Appliances,SUP046,Kent,7306.06,10660.28,30,59,2021-07-26,1
PRD00252,Crompton Hand Blender & Chopper Eco 452,CAT002,Home Appliances,SUP039,Crompton,7523.25,10910.07,22,42,2022-01-11,1
PRD00253,Philips Induction Cooktop 2000W Prime 159,CAT002,Home Appliances,SUP016,Philips,6717.07,9663.5,21,74,2022-03-04,1
PRD00254,Havells Ionic Hair Dryer 2000W Prime 646,CAT002,Home Appliances,SUP052,Havells,6776.21,11020.14,11,73,2022-10-28,1
PRD00255,Usha Tower Air Cooler Plus 280,CAT002,Home Appliances,SUP023,Usha,2283.27,3159.1,47,150,2021-12-23,1
PRD00256,Prestige Multi-Cooker Electric Pan Elite 956,CAT002,Home Appliances,SUP003,Prestige,8107.05,13048.37,25,59,2023-03-16,1
PRD00257,Philips Air Fryer Digital 4.5L Elite 716,CAT002,Home Appliances,SUP046,Philips,2145.77,3131.42,25,117,2022-03-11,1
PRD00258,Usha Electric Kettle 1.8L Pro 122,CAT002,Home Appliances,SUP024,Usha,1594.77,2441.64,34,174,2021-09-28,1
PRD00259,Usha Air Fryer Digital 4.5L Classic 700,CAT002,Home Appliances,SUP042,Usha,1233.0,1699.09,33,95,2024-11-16,1
PRD00260,Prestige Hand Blender & Chopper Select 328,CAT002,Home Appliances,SUP047,Prestige,5607.87,8853.62,22,44,2023-03-06,1
PRD00261,Kent Convection Microwave Oven Pro 286,CAT002,Home Appliances,SUP022,Kent,5118.51,8333.44,29,39,2021-08-05,1
PRD00262,Bajaj Garment Steamer Portable Elite 455,CAT002,Home Appliances,SUP017,Bajaj,8063.44,10754.4,12,70,2023-08-01,1
PRD00263,Havells Induction Cooktop 2000W Max 458,CAT002,Home Appliances,SUP027,Havells,2439.1,3207.01,25,81,2024-08-24,1
PRD00264,Kent Electric Kettle 1.8L Eco 487,CAT002,Home Appliances,SUP005,Kent,3172.04,4452.38,25,75,2022-03-15,1
PRD00265,Philips Vacuum Cleaner Handheld Prime 120,CAT002,Home Appliances,SUP047,Philips,2920.06,4797.2,29,118,2022-07-06,1
PRD00266,Bajaj Air Fryer Digital 4.5L Select 708,CAT002,Home Appliances,SUP011,Bajaj,8085.89,13058.2,10,52,2022-10-14,1
PRD00267,Bajaj Convection Microwave Oven Select 310,CAT002,Home Appliances,SUP020,Bajaj,8001.59,11328.41,27,71,2023-11-10,1
PRD00268,Nivea Charcoal Face Wash 150ml Pro 502,CAT003,Personal Care,SUP006,Nivea,520.26,1061.68,34,81,2023-01-14,1
PRD00269,L'Oreal Herbal Hair Growth Oil 200ml Elite 199,CAT003,Personal Care,SUP008,L'Oreal,99.82,151.87,97,400,2021-08-28,1
PRD00270,Dove Herbal Hair Growth Oil 200ml Eco 600,CAT003,Personal Care,SUP024,Dove,769.06,1213.51,59,124,2022-06-13,1
PRD00271,L'Oreal Natural Brightening Serum 30ml Pro 369,CAT003,Personal Care,SUP045,L'Oreal,418.6,660.1,94,294,2021-03-25,1
PRD00272,Nivea Aloe Vera Calming Gel 250ml Max 784,CAT003,Personal Care,SUP034,Nivea,344.72,610.52,135,208,2021-07-27,1
PRD00273,Beardo Gentle Body Wash 500ml Eco 686,CAT003,Personal Care,SUP058,Beardo,758.87,1306.29,30,125,2021-09-19,1
PRD00274,Himalaya Bamboo Toothbrush Pack of 4 Max 875,CAT003,Personal Care,SUP003,Himalaya,425.76,920.1,81,398,2022-04-05,1
PRD00275,Nivea Gentle Body Wash 500ml Classic 306,CAT003,Personal Care,SUP036,Nivea,847.9,1560.95,41,115,2021-02-13,1
PRD00276,Beardo Gentle Body Wash 500ml Select 977,CAT003,Personal Care,SUP010,Beardo,292.67,499.9,61,351,2024-02-14,1
PRD00277,Nivea Natural Brightening Serum 30ml Max 676,CAT003,Personal Care,SUP042,Nivea,680.25,1350.87,59,119,2024-05-13,1
PRD00278,L'Oreal Electric Shaver & Trimmer Pro 276,CAT003,Personal Care,SUP057,L'Oreal,292.07,439.84,137,324,2024-01-13,1
PRD00279,The Derma Co Broad Spectrum Sunscreen SPF50 Pro 863,CAT003,PERSON,SUP018,The Derma Co,445.92,704.62,107,155,2023-05-10,1
PRD00280,Nivea Electric Shaver & Trimmer Elite 237,CAT003,Personal Care,SUP006,Nivea,311.37,605.7,101,218,2024-10-21,1
PRD00281,L'Oreal Charcoal Face Wash 150ml Elite 943,CAT003,Personal Care,SUP051,L'Oreal,393.52,679.79,126,372,2023-01-17,1
PRD00282,Nivea Natural Brightening Serum 30ml Prime 826,CAT003,Personal Care,SUP057,Nivea,470.23,705.96,127,375,2021-03-07,1
PRD00283,Mamaearth Charcoal Face Wash 150ml Elite 133,CAT003,Personal Care,SUP030,Mamaearth,431.47,917.06,150,200,2023-06-27,1
PRD00284,Dove Bamboo Toothbrush Pack of 4 Max 797,CAT003,Personal Care,SUP036,Dove,103.53,170.59,136,264,2022-08-19,1
PRD00285,Garnier Broad Spectrum Sunscreen SPF50 Plus 957,CAT003,Personal Care,SUP011,Garnier,768.76,1499.26,30,111,2021-07-02,1
PRD00286,The Derma Co Deep Cleansing Clay Mask Elite 762,CAT003,Personal Care,SUP031,The Derma Co,253.34,390.77,143,254,2021-11-01,1
PRD00287,Himalaya Natural Brightening Serum 30ml Pro 329,CAT003,Personal Care,SUP055,Himalaya,274.34,550.08,99,332,2023-07-13,1
PRD00288,L'Oreal Broad Spectrum Sunscreen SPF50 Prime 323,CAT003,Personal Care,SUP999,L'Oreal,439.36,827.89,139,251,2021-01-17,1
PRD00289,Beardo Broad Spectrum Sunscreen SPF50 Prime 405,CAT003,Personal Care,SUP042,Beardo,607.0,1047.34,46,110,2023-05-09,1
PRD00290,Biotique Aloe Vera Calming Gel 250ml Elite 253,CAT003,Personal Care,SUP044,Biotique,478.32,747.46,67,356,2024-11-11,1
PRD00291,Mamaearth Natural Brightening Serum 30ml Eco 402,CAT003,Personal Care,SUP037,Mamaearth,279.76,469.9,109,338,2021-10-23,1
PRD00292,Garnier Charcoal Face Wash 150ml Elite 802,CAT003,Personal Care,SUP043,Garnier,491.67,975.97,145,241,2023-03-27,1
PRD00293,Himalaya Bamboo Toothbrush Pack of 4 Prime 199,CAT003,Personal Care,SUP042,Himalaya,442.5,859.61,131,345,2022-11-11,1
PRD00294,The Derma Co Anti-Dandruff Shampoo 400ml Select 328,CAT003,Personal Care,SUP030,The Derma Co,653.04,1047.83,46,122,2023-10-10,1
PRD00295,L'Oreal Anti-Dandruff Shampoo 400ml Pro 987,CAT003,Personal Care,SUP056,L'Oreal,568.49,1024.45,29,135,2022-09-04,1
PRD00296,Dove Aloe Vera Calming Gel 250ml Prime 523,CAT003,Personal Care,SUP058,Dove,121.63,250.04,77,201,2023-07-19,1
PRD00297,Himalaya Electric Shaver & Trimmer Select 983,CAT003,Personal Care,SUP004,Himalaya,631.06,1248.97,56,117,2022-06-21,1
PRD00298,L'Oreal Hydrating Face Moisturizer 100ml Prime 314,CAT003,Personal Care,SUP028,L'Oreal,666.12,1012.57,35,137,2021-03-20,1
PRD00299,Dove Aloe Vera Calming Gel 250ml Classic 539,CAT003,Personal Care,SUP001,Dove,823.3,1362.69,27,143,2022-12-12,1
PRD00300,Beardo Broad Spectrum Sunscreen SPF50 Elite 118,CAT003,Personal Care,SUP007,Beardo,601.1,1106.33,40,103,2023-05-05,1
PRD00301,Beardo Gentle Body Wash 500ml Prime 271,CAT003,Personal Care,SUP009,Beardo,130.27,189.19,97,266,2023-07-22,1
PRD00302,L'Oreal Broad Spectrum Sunscreen SPF50 Select 868,CAT003,Personal Care,SUP009,L'Oreal,225.09,486.18,111,154,2022-04-24,1
PRD00303,Mamaearth Charcoal Face Wash 150ml Plus 226,CAT003,Personal Care,SUP004,Mamaearth,362.28,674.18,64,246,2023-09-20,1
PRD00304,Mamaearth Deep Cleansing Clay Mask Max 769,CAT003,Personal Care,SUP036,Mamaearth,723.81,1052.14,32,128,2024-07-04,1
PRD00305,L'Oreal Herbal Hair Growth Oil 200ml Plus 310,CAT003,Personal Care,SUP018,L'Oreal,615.3,1134.36,44,128,2021-11-17,1
PRD00306,Himalaya Deep Cleansing Clay Mask Classic 950,CAT003,Personal Care,SUP013,Himalaya,771.94,1349.3,32,111,2021-02-16,1
PRD00307,The Derma Co Deep Cleansing Clay Mask Prime 951,CAT003,Personal Care,SUP036,The Derma Co,482.82,743.28,150,254,2023-03-02,1
PRD00308,The Derma Co Electric Shaver & Trimmer Eco 438,CAT003,Personal Care,SUP032,The Derma Co,260.57,373.95,71,382,2021-10-22,1
PRD00309,Nivea Natural Brightening Serum 30ml Max 840,CAT003,Personal Care,SUP004,Nivea,637.15,1344.75,39,133,2023-05-15,1
PRD00310,Himalaya Anti-Dandruff Shampoo 400ml Pro 972,CAT003,Personal Care,SUP049,Himalaya,303.74,607.97,100,259,2021-02-28,1
PRD00311,Mamaearth Hydrating Face Moisturizer 100ml Plus 779,CAT003,Personal Care,SUP024,Mamaearth,578.34,936.08,53,154,2023-12-03,1
PRD00312,Himalaya Broad Spectrum Sunscreen SPF50 Max 510,CAT003,Personal Care,SUP057,Himalaya,388.19,662.59,109,326,2024-07-21,1
PRD00313,Nivea Natural Brightening Serum 30ml Plus 812,CAT003,Personal Care,SUP052,Nivea,639.34,1406.36,35,88,2024-10-16,1
PRD00314,L'Oreal Deep Cleansing Clay Mask Plus 725,CAT003,Personal Care,SUP008,L'Oreal,372.41,610.16,63,370,2022-08-16,1
PRD00315,L'Oreal Gentle Body Wash 500ml Pro 164,CAT003,Personal Care,SUP022,L'Oreal,281.44,452.88,150,372,2022-11-28,1
PRD00316,Beardo Bamboo Toothbrush Pack of 4 Max 543,CAT003,Personal Care,SUP053,Beardo,589.52,924.22,47,159,2024-03-27,1
PRD00317,Mamaearth Bamboo Toothbrush Pack of 4 Pro 758,CAT003,Personal Care,SUP032,Mamaearth,799.47,1393.76,55,138,2022-02-25,1
PRD00318,The Derma Co Broad Spectrum Sunscreen SPF50 Select 384,CAT003,Personal Care,SUP030,The Derma Co,118.77,184.33,142,246,2024-04-03,1
PRD00319,L'Oreal Electric Shaver & Trimmer Max 977,CAT003,Personal Care,SUP027,L'Oreal,463.81,746.89,123,340,2021-02-13,1
PRD00320,Beardo Hydrating Face Moisturizer 100ml Pro 945,CAT003,Personal Care,SUP014,Beardo,149.99,273.23,139,313,2023-09-18,1
PRD00321,L'Oreal Aloe Vera Calming Gel 250ml Select 472,CAT003,Personal Care,SUP024,L'Oreal,715.49,1442.95,54,117,2024-12-22,1
PRD00322,Nivea Electric Shaver & Trimmer Max 877,CAT003,Personal Care,SUP024,Nivea,587.36,839.74,47,156,2023-09-17,1
PRD00323,Mamaearth Anti-Dandruff Shampoo 400ml Plus 604,CAT003,Personal Care,SUP013,Mamaearth,188.15,361.28,112,177,2023-10-07,1
PRD00324,Dove Anti-Dandruff Shampoo 400ml Elite 568,CAT003,Personal Care,SUP054,Dove,714.91,1095.89,46,88,2024-01-21,1
PRD00325,Nivea Aloe Vera Calming Gel 250ml Eco 568,CAT003,Personal Care,SUP004,Nivea,587.01,1273.47,33,138,2021-09-24,1
PRD00326,Dove Bamboo Toothbrush Pack of 4 Eco 620,CAT003,Personal Care,SUP043,Dove,681.43,1442.32,36,168,2022-02-13,1
PRD00327,Garnier Deep Cleansing Clay Mask Classic 528,CAT003,Personal Care,SUP029,Garnier,834.22,,40,110,2024-06-10,1
PRD00328,Himalaya Natural Brightening Serum 30ml Classic 716,CAT003,Personal Care,SUP060,Himalaya,619.01,1206.9,44,164,2023-12-24,1
PRD00329,The Derma Co Bamboo Toothbrush Pack of 4 Elite 314,CAT003,Personal Care,SUP012,The Derma Co,560.61,,47,161,2022-12-21,1
PRD00330,Beardo Bamboo Toothbrush Pack of 4 Select 827,CAT003,Personal Care,SUP058,Beardo,168.86,275.94,121,299,2024-11-24,1
PRD00331,Biotique Bamboo Toothbrush Pack of 4 Classic 927,CAT003,Personal Care,SUP013,Biotique,89.83,133.4,108,187,2021-11-02,1
PRD00332,Himalaya Herbal Hair Growth Oil 200ml Prime 799,CAT003,Personal Care,SUP035,Himalaya,272.93,556.82,148,350,2023-04-25,1
PRD00333,Garnier Hydrating Face Moisturizer 100ml Eco 204,CAT003,Personal Care,SUP051,Garnier,554.4,1043.83,60,103,2024-04-17,1
PRD00334,Mamaearth Herbal Hair Growth Oil 200ml Classic 496,CAT003,Personal Care,SUP017,Mamaearth,400.76,796.78,147,230,2021-01-24,1
PRD00335,L'Oreal Charcoal Face Wash 150ml Elite 748,CAT003,Personal Care,SUP019,L'Oreal,622.56,1156.98,59,169,2022-12-07,1
PRD00336,Himalaya Electric Shaver & Trimmer Max 291,CAT003,Personal Care,SUP036,Himalaya,821.11,1590.59,32,123,2021-07-09,1
PRD00337,Himalaya Herbal Hair Growth Oil 200ml Plus 698,CAT003,Personal Care,SUP060,Himalaya,731.43,1047.01,54,165,2022-01-05,1
PRD00338,Mamaearth Broad Spectrum Sunscreen SPF50 Prime 602,CAT003,Personal Care,SUP012,Mamaearth,688.23,1223.61,29,175,2023-09-08,1
PRD00339,Nivea Bamboo Toothbrush Pack of 4 Plus 525,CAT003,Personal Care,SUP022,Nivea,498.17,831.47,104,206,2022-11-11,1
PRD00340,Biotique Broad Spectrum Sunscreen SPF50 Elite 870,CAT003,Personal Care,SUP023,Biotique,556.08,956.64,60,180,2021-02-22,1
PRD00341,The Derma Co Electric Shaver & Trimmer Elite 140,CAT003,Personal Care,SUP019,The Derma Co,605.56,977.08,32,124,2023-09-24,1
PRD00342,Beardo Hydrating Face Moisturizer 100ml Select 626,CAT003,Personal Care,SUP006,Beardo,698.17,1186.13,27,112,2022-06-17,1
PRD00343,Himalaya Anti-Dandruff Shampoo 400ml Pro 741,CAT003,Personal Care,SUP035,Himalaya,130.41,244.94,87,371,2024-02-07,1
PRD00344,Nivea Gentle Body Wash 500ml Plus 124,CAT003,Personal Care,SUP017,Nivea,433.6,702.67,71,168,2021-03-26,1
PRD00345,Nivea Bamboo Toothbrush Pack of 4 Elite 364,CAT003,Personal Care,SUP044,Nivea,393.88,670.76,111,260,2023-01-13,1
PRD00346,Beardo Anti-Dandruff Shampoo 400ml Pro 756,CAT003,Personal Care,SUP007,Beardo,634.62,927.55,27,164,2021-06-17,1
PRD00347,Biotique Herbal Hair Growth Oil 200ml Max 388,CAT003,Personal Care,SUP035,Biotique,669.26,1133.22,50,180,2021-08-06,1
PRD00348,Himalaya Charcoal Face Wash 150ml Classic 915,CAT003,Personal Care,SUP056,Himalaya,694.06,1231.54,34,113,2023-01-18,1
PRD00349,Himalaya Bamboo Toothbrush Pack of 4 Max 142,CAT003,Personal Care,SUP048,Himalaya,83.87,152.26,128,290,2021-05-07,1
PRD00350,The Derma Co Broad Spectrum Sunscreen SPF50 Classic 761,CAT003,Personal Care,SUP012,The Derma Co,735.62,1107.22,36,103,2023-04-04,1
PRD00351,Mamaearth Aloe Vera Calming Gel 250ml Eco 760,CAT003,Personal Care,SUP038,Mamaearth,503.24,802.18,29,107,2021-04-24,1
PRD00352,Garnier Electric Shaver & Trimmer Select 231,CAT003,Personal Care,SUP032,Garnier,596.9,930.67,43,154,2021-04-11,1
PRD00353,Garnier Electric Shaver & Trimmer Prime 810,CAT003,Personal Care,SUP001,Garnier,529.81,948.44,48,178,2023-07-06,1
PRD00354,The Derma Co Broad Spectrum Sunscreen SPF50 Elite 829,CAT003,Personal Care,SUP029,The Derma Co,649.66,1099.31,48,92,2023-08-15,1
PRD00355,Biotique Broad Spectrum Sunscreen SPF50 Eco 664,CAT003,Personal Care,SUP013,Biotique,163.8,304.11,70,365,2023-03-18,1
PRD00356,Nivea Herbal Hair Growth Oil 200ml Max 119,CAT003,Personal Care,SUP017,Nivea,734.18,1354.34,50,173,2022-01-18,1
PRD00357,Beardo Bamboo Toothbrush Pack of 4 Eco 769,CAT003,Personal Care,SUP033,Beardo,676.9,1112.32,39,173,2023-03-15,1
PRD00358,Nivea Bamboo Toothbrush Pack of 4 Classic 472,CAT003,Personal Care,SUP029,Nivea,466.67,873.37,138,325,2022-09-05,1
PRD00359,Himalaya Natural Brightening Serum 30ml Plus 853,CAT003,Personal Care,SUP017,Himalaya,643.64,1383.56,27,103,2024-04-03,1
PRD00360,The Derma Co Broad Spectrum Sunscreen SPF50 Pro 784,CAT003,Personal Care,SUP003,The Derma Co,239.22,505.68,106,249,2024-08-02,1
PRD00361,Garnier Aloe Vera Calming Gel 250ml Max 820,CAT003,Personal Care,SUP037,Garnier,825.7,1524.53,42,169,2023-10-18,1
PRD00362,Dove Natural Brightening Serum 30ml Classic 474,CAT003,Personal Care,SUP034,Dove,532.51,1120.03,29,141,2023-07-08,1
PRD00363,Garnier Gentle Body Wash 500ml Select 598,CAT003,Personal Care,SUP015,Garnier,690.35,1443.62,25,139,2022-08-06,1
PRD00364,Beardo Anti-Dandruff Shampoo 400ml Prime 316,CAT003,Personal Care,SUP027,Beardo,195.69,296.2,137,333,2021-11-08,1
PRD00365,Nivea Broad Spectrum Sunscreen SPF50 Eco 791,CAT003,Personal Care,SUP003,Nivea,448.69,693.15,80,315,2024-01-08,1
PRD00366,Himalaya Natural Brightening Serum 30ml Plus 744,CAT003,Personal Care,SUP034,Himalaya,474.73,994.61,78,164,2022-05-06,1
PRD00367,Mamaearth Gentle Body Wash 500ml Prime 187,CAT003,Personal Care,SUP054,Mamaearth,246.78,450.03,120,372,2024-03-08,1
PRD00368,Himalaya Gentle Body Wash 500ml Plus 738,CAT003,Personal Care,SUP025,Himalaya,587.93,927.52,46,133,2021-04-13,1
PRD00369,Nivea Natural Brightening Serum 30ml Pro 307,CAT003,Personal Care,SUP012,Nivea,482.49,1020.79,147,257,2022-10-04,1
PRD00370,Mamaearth Electric Shaver & Trimmer Max 195,CAT003,Personal Care,SUP028,Mamaearth,451.33,676.23,137,288,2021-11-21,1
PRD00371,Dove Bamboo Toothbrush Pack of 4 Select 995,CAT003,Personal Care,SUP038,Dove,113.45,199.9,89,390,2024-07-12,1
PRD00372,Nivea Deep Cleansing Clay Mask Classic 237,CAT003,Personal Care,SUP001,Nivea,275.98,542.7,70,222,2024-05-07,1
PRD00373,Beardo Hydrating Face Moisturizer 100ml Max 632,CAT003,Personal Care,SUP007,Beardo,85.54,159.48,148,355,2023-07-12,1
PRD00374,Dove Natural Brightening Serum 30ml Prime 367,CAT003,Personal Care,SUP049,Dove,738.33,1242.75,48,153,2023-11-13,1
PRD00375,Dove Charcoal Face Wash 150ml Eco 283,CAT003,Personal Care,SUP048,Dove,365.06,650.42,92,228,2023-12-13,1
PRD00376,Nivea Natural Brightening Serum 30ml Elite 557,CAT003,Personal Care,SUP036,Nivea,682.99,1476.13,31,102,2024-06-26,1
PRD00377,Mamaearth Deep Cleansing Clay Mask Plus 498,CAT003,Personal Care,SUP028,Mamaearth,822.72,1177.54,30,180,2022-08-20,1
PRD00378,Nivea Anti-Dandruff Shampoo 400ml Prime 327,CAT003,Personal Care,SUP034,Nivea,365.54,667.36,109,388,2024-10-21,1
PRD00379,Mamaearth Herbal Hair Growth Oil 200ml Plus 755,CAT003,Personal Care,SUP051,Mamaearth,460.66,660.61,144,388,2023-04-02,1
PRD00380,Beardo Deep Cleansing Clay Mask Elite 729,CAT003,Personal Care,SUP018,Beardo,210.5,304.64,90,317,2021-03-03,1
PRD00381,Garnier Gentle Body Wash 500ml Classic 515,CAT003,Personal Care,SUP036,Garnier,531.28,931.15,29,86,2023-12-27,1
