PurchaseOrderID,OrderDate,SupplierID,StoreID,ProductID,OrderedQuantity,ReceivedQuantity,UnitCost,ExpectedDeliveryDate,ActualDeliveryDate,Status
PO2025001445,2025-06-24,SUP041,STR015,PRD00266,52,52,8085.89,2025-07-09,2025-07-16,Delayed
PO2025001446,2025-02-17,SUP051,STR017,PRD00195,72,72,3108.85,2025-02-21,2025-02-19,Completed
PO2025001447,2025-04-04,SUP060,STR024,PRD00238,46,46,3134.78,2025-04-20,2025-04-18,Completed
PO2025001448,2025-08-07,SUP001,STR006,PRD00487,263,263,78.84,2025-08-13,2025-08-14,Completed
PO2025001449,2025-01-02,SUP046,STR039,PRD00783,111,111,1443.25,2025-01-17,2025-01-16,Completed
PO2025001450,2025-09-15,SUP045,STR038,PRD00217,52,52,5298.43,2025-09-23,2025-09-21,Completed
PO2025001451,2025-01-26,SUP058,STR020,PRD00652,377,377,137.0,2025-02-09,2025-02-09,Completed
PO2025001452,2025-02-01,SUP033,STR019,PRD00191,68,68,5198.25,2025-02-07,2025-02-05,Completed
PO2025001453,2025-10-10,SUP026,STR039,PRD00373,355,355,85.54,2025-10-19,2025-10-17,Completed
PO2025001454,2025-08-16,SUP021,STR035,PRD00684,148,148,2465.54,2025-08-29,2025-08-30,Completed
PO2025001455,2025-08-01,SUP013,STR035,PRD00380,317,317,210.5,2025-08-11,2025-08-25,Delayed
PO2025001456,2025-03-05,SUP039,STR039,PRD00414,245,245,425.32,2025-03-20,2025-03-21,Completed
PO2025001457,2025-01-18,SUP002,STR011,PRD01036,371,371,125.17,2025-01-27,2025-01-27,Completed
PO2025001458,2025-06-23,SUP008,STR011,PRD00480,204,204,86.17,2025-07-07,2025-07-08,Completed
PO2025001459,2025-09-10,SUP042,STR018,PRD00670,79,79,1914.92,2025-09-28,2025-09-29,Completed
PO2025001460,2025-01-16,SUP013,STR021,PRD00518,85,85,768.43,2025-01-26,2025-01-26,Completed
PO2025001461,2025-04-23,SUP049,STR035,PRD00652,377,377,137.0,2025-05-09,2025-05-10,Completed
PO2025001462,2025-03-25,SUP016,STR020,PRD00973,163,163,156.91,2025-04-09,2025-04-07,Completed
PO2025001463,2025-10-09,SUP022,STR024,PRD01018,223,223,88.8,2025-10-21,2025-10-22,Completed
PO2025001464,2025-01-07,SUP055,STR002,PRD00278,324,324,292.07,2025-01-10,2025-01-09,Completed
PO2025001465,2025-12-22,SUP053,STR036,PRD00509,133,0,674.33,2025-12-31,,In-Transit
PO2025001466,2025-09-30,SUP004,STR015,PRD00439,375,375,95.61,2025-10-11,2025-10-10,Completed
PO2025001467,2025-09-12,SUP041,STR039,PRD00367,372,372,246.78,2025-09-27,2025-09-27,Completed
PO2025001468,2025-06-13,SUP014,STR021,PRD01174,77,77,2664.97,2025-06-23,2025-06-22,Completed
PO2025001469,2025-04-15,SUP029,STR006,PRD00182,124,124,1144.55,2025-05-03,2025-05-04,Completed
PO2025001470,2025-05-01,SUP023,STR023,PRD00910,151,151,1579.69,2025-05-08,2025-05-08,Completed
PO2025001471,2025-12-13,SUP008,STR027,PRD00950,180,0,127.31,2025-12-27,,In-Transit
PO2025001472,2025-09-12,SUP012,STR002,PRD00909,102,102,869.48,2025-09-23,2025-09-22,Completed
PO2025001473,2025-02-27,SUP056,STR035,PRD01157,57,57,4265.41,2025-03-20,2025-03-21,Completed
PO2025001474,2025-11-09,SUP025,STR016,PRD00994,153,153,633.19,2025-11-25,2025-11-23,Completed
PO2025001475,2025-04-23,SUP016,STR018,PRD00145,163,163,1687.81,2025-05-08,2025-05-06,Completed
PO2025001476,2025-03-06,SUP003,STR023,PRD00289,110,110,607.0,2025-03-25,2025-04-05,Delayed
PO2025001477,2025-09-25,SUP055,STR008,PRD00799,122,122,2458.58,2025-09-28,2025-09-27,Completed
PO2025001478,2025-05-12,SUP035,STR001,PRD00857,81,81,2160.84,2025-06-01,2025-05-30,Completed
PO2025001479,2025-02-01,SUP021,STR020,PRD00158,155,155,2582.44,2025-02-14,2025-02-15,Completed
PO2025001480,2025-06-29,SUP051,STR035,PRD00059,47,39,12269.76,2025-07-03,2025-07-12,Delayed
PO2025001481,2025-04-28,SUP048,STR030,PRD00396,162,162,454.7,2025-05-11,2025-05-10,Completed
PO2025001482,2025-03-06,SUP029,STR025,PRD00061,47,47,5309.86,2025-03-24,2025-03-22,Completed
PO2025001483,2025-10-06,SUP002,STR021,PRD00272,208,208,344.72,2025-10-15,2025-10-13,Completed
PO2025001484,2025-11-04,SUP010,STR024,PRD00487,263,263,78.84,2025-11-11,2025-11-10,Completed
PO2025001485,2025-01-01,SUP039,STR030,PRD00412,198,198,454.75,2025-01-16,2025-01-15,Completed
PO2025001486,2025-05-11,SUP015,STR023,PRD01033,386,386,378.69,2025-05-16,2025-05-16,Completed
PO2025001487,2025-10-03,SUP021,STR019,PRD00467,379,379,453.05,2025-10-16,2025-10-15,Completed
PO2025001488,2025-01-21,SUP007,STR021,PRD00825,85,0,1402.49,2025-02-11,,Cancelled
PO2025001489,2025-03-18,SUP002,STR003,PRD00967,235,235,28.54,2025-03-27,2025-03-26,Completed
PO2025001490,2025-11-20,SUP001,STR026,PRD00201,146,146,1889.59,2025-11-26,2025-11-27,Completed
PO2025001491,2025-02-08,SUP051,STR027,PRD00935,103,103,586.1,2025-02-12,2025-02-13,Completed
PO2025001492,2025-12-05,SUP037,STR023,PRD00145,163,163,1687.81,2025-12-15,2025-12-13,Completed
PO2025001493,2025-03-11,SUP050,STR014,PRD00470,223,223,325.11,2025-03-15,2025-03-14,Completed
PO2025001494,2025-03-01,SUP004,STR014,PRD00320,313,313,149.99,2025-03-12,2025-03-17,Delayed
PO2025001495,2025-01-23,SUP040,STR018,PRD01060,347,347,198.35,2025-02-05,2025-02-04,Completed
PO2025001496,2025-04-18,SUP001,STR008,PRD01041,130,130,532.81,2025-04-24,2025-04-23,Completed
PO2025001497,2025-01-03,SUP008,STR040,PRD00197,38,38,3779.03,2025-01-17,2025-01-15,Completed
PO2025001498,2025-08-30,SUP035,STR006,PRD01136,36,36,4125.05,2025-09-19,2025-09-19,Completed
PO2025001499,2025-12-14,SUP041,STR006,PRD01067,85,0,564.84,2025-12-29,,In-Transit
PO2025001500,2025-07-10,SUP039,STR032,PRD00514,96,96,914.33,2025-07-25,2025-07-24,Completed
PO2025001501,2025-12-03,SUP040,STR008,PRD00653,189,189,447.76,2025-12-16,2025-12-27,Delayed
PO2025001502,2025-11-07,SUP041,STR002,PRD00540,259,259,388.62,2025-11-22,2025-11-21,Completed
PO2025001503,2025-07-15,SUP018,STR027,PRD00359,103,0,643.64,2025-07-31,,Cancelled
PO2025001504,2025-02-25,SUP028,STR005,PRD00237,73,73,6463.12,2025-03-07,2025-03-05,Completed
PO2025001505,2025-10-10,SUP059,STR034,PRD00511,149,149,559.18,2025-10-16,2025-10-16,Completed
PO2025001506,2025-08-11,SUP048,STR008,PRD00741,112,112,2028.89,2025-08-24,2025-08-22,Completed
PO2025001507,2025-12-19,SUP019,STR017,PRD00326,168,0,681.43,2025-12-25,,In-Transit
PO2025001508,2025-05-30,SUP042,STR021,PRD00841,162,162,1338.26,2025-06-17,2025-06-15,Completed
PO2025001509,2025-04-05,SUP030,STR003,PRD00036,42,42,5708.44,2025-04-14,2025-04-14,Completed
PO2025001510,2025-01-16,SUP044,STR024,PRD00910,151,151,1579.69,2025-02-01,2025-01-31,Completed
PO2025001511,2025-08-09,SUP009,STR009,PRD00361,169,169,825.7,2025-08-19,2025-08-18,Completed
PO2025001512,2025-07-13,SUP041,STR025,PRD00527,107,107,741.27,2025-07-28,2025-07-29,Completed
PO2025001513,2025-03-30,SUP027,STR041,PRD00501,114,114,547.35,2025-04-18,2025-04-17,Completed
PO2025001514,2025-11-18,SUP048,STR003,PRD00616,365,365,314.13,2025-12-01,2025-12-11,Delayed
PO2025001515,2025-08-09,SUP008,STR037,PRD01053,238,238,312.78,2025-08-23,2025-08-21,Completed
PO2025001516,2025-02-04,SUP021,STR007,PRD00918,158,158,1987.44,2025-02-17,2025-02-15,Completed
PO2025001517,2025-03-04,SUP044,STR022,PRD00358,325,325,466.67,2025-03-20,2025-03-19,Completed
PO2025001518,2025-09-07,SUP002,STR014,PRD00305,128,128,615.3,2025-09-16,2025-09-15,Completed
PO2025001519,2025-04-22,SUP046,STR002,PRD00191,68,68,5198.25,2025-05-07,2025-05-08,Completed
PO2025001520,2025-07-10,SUP057,STR007,PRD00858,113,113,695.16,2025-07-16,2025-07-15,Completed
PO2025001521,2025-03-02,SUP028,STR025,PRD00271,294,294,418.6,2025-03-12,2025-03-11,Completed
PO2025001522,2025-10-24,SUP005,STR026,PRD00772,179,179,659.49,2025-11-01,2025-10-30,Completed
PO2025001523,2025-01-15,SUP024,STR011,PRD00483,170,170,530.96,2025-02-05,2025-02-19,Delayed
PO2025001524,2025-02-28,SUP041,STR001,PRD01003,185,185,146.32,2025-03-15,2025-03-15,Completed
PO2025001525,2025-12-20,SUP008,STR024,PRD00381,86,0,531.28,2026-01-03,,In-Transit
PO2025001526,2025-11-02,SUP023,STR003,PRD00502,179,179,628.72,2025-11-09,2025-11-23,Delayed
PO2025001527,2025-05-30,SUP052,STR005,PRD01043,343,343,80.46,2025-06-06,2025-06-06,Completed
PO2025001528,2025-07-01,SUP046,STR030,PRD00977,171,171,282.28,2025-07-16,2025-07-15,Completed
PO2025001529,2025-07-28,SUP038,STR030,PRD00371,390,390,113.45,2025-08-08,2025-08-06,Completed
PO2025001530,2025-09-02,SUP037,STR016,PRD00324,88,0,714.91,2025-09-12,,Cancelled
PO2025001531,2025-08-04,SUP012,STR033,PRD00982,280,280,58.34,2025-08-15,2025-08-16,Completed
PO2025001532,2025-06-13,SUP005,STR026,PRD01029,123,123,543.36,2025-06-21,2025-06-20,Completed
PO2025001533,2025-04-09,SUP040,STR016,PRD00316,159,159,589.52,2025-04-22,2025-04-22,Completed
PO2025001534,2025-12-10,SUP043,STR039,PRD00402,159,159,818.06,2025-12-30,2026-01-08,Delayed
PO2025001535,2025-03-27,SUP014,STR014,PRD00312,326,326,388.19,2025-04-06,2025-04-04,Completed
PO2025001536,2025-04-08,SUP057,STR035,PRD00118,32,32,10543.97,2025-04-14,2025-04-13,Completed
PO2025001537,2025-03-20,SUP027,STR041,PRD00574,185,185,338.56,2025-04-08,2025-04-09,Completed
PO2025001538,2025-07-10,SUP028,STR023,PRD00922,89,89,628.16,2025-07-20,2025-07-21,Completed
PO2025001539,2025-07-15,SUP042,STR036,PRD01043,343,343,80.46,2025-08-02,2025-08-02,Completed
PO2025001540,2025-09-15,SUP004,STR040,PRD00616,365,365,314.13,2025-09-26,2025-09-25,Completed
PO2025001541,2025-07-20,SUP056,STR009,PRD01001,373,373,178.37,2025-08-10,2025-08-22,Delayed
PO2025001542,2025-11-10,SUP009,STR040,PRD01160,64,64,3490.84,2025-11-20,2025-11-18,Completed
PO2025001543,2025-09-01,SUP019,STR006,PRD00466,89,89,629.72,2025-09-07,2025-09-14,Delayed
PO2025001544,2025-02-08,SUP048,STR041,PRD01114,73,73,3573.34,2025-02-21,2025-02-22,Completed
PO2025001545,2025-06-21,SUP044,STR020,PRD00939,265,265,242.34,2025-07-07,2025-07-10,Delayed
PO2025001546,2025-02-26,SUP055,STR033,PRD01117,116,116,1446.8,2025-03-01,2025-02-27,Completed
PO2025001547,2025-06-19,SUP059,STR007,PRD00970,256,256,239.77,2025-06-25,2025-07-02,Delayed
PO2025001548,2025-11-04,SUP024,STR038,PRD01052,396,396,323.0,2025-11-25,2025-11-26,Completed
PO2025001549,2025-06-25,SUP029,STR021,PRD00867,219,219,457.76,2025-07-13,2025-07-11,Completed
PO2025001550,2025-05-15,SUP052,STR031,PRD00679,155,155,1865.54,2025-05-22,2025-05-21,Completed
PO2025001551,2025-03-27,SUP040,STR006,PRD00417,95,95,661.71,2025-04-09,2025-04-23,Delayed
PO2025001552,2025-03-04,SUP033,STR028,PRD00324,88,88,714.91,2025-03-10,2025-03-10,Completed
PO2025001553,2025-01-03,SUP008,STR013,PRD00661,281,281,283.68,2025-01-17,2025-01-18,Completed
PO2025001554,2025-12-18,SUP006,STR011,PRD00715,90,0,1984.0,2025-12-23,,In-Transit
PO2025001555,2025-05-15,SUP001,STR002,PRD00991,83,83,514.53,2025-05-21,2025-06-01,Delayed
PO2025001556,2025-07-20,SUP008,STR036,PRD00850,116,116,1235.07,2025-08-03,2025-08-03,Completed
PO2025001557,2025-05-12,SUP024,STR030,PRD00640,223,223,117.43,2025-06-02,2025-06-01,Completed
PO2025001558,2025-10-18,SUP046,STR014,PRD00003,105,105,534.24,2025-11-02,2025-11-03,Completed
PO2025001559,2025-12-25,SUP011,STR025,PRD00433,122,0,861.75,2026-01-10,,In-Transit
PO2025001560,2025-04-04,SUP014,STR003,PRD00027,72,72,15886.64,2025-04-14,2025-04-13,Completed
PO2025001561,2025-09-04,SUP051,STR030,PRD00290,356,356,478.32,2025-09-08,2025-09-08,Completed
PO2025001562,2025-04-09,SUP005,STR028,PRD01101,135,135,2668.17,2025-04-17,2025-04-15,Completed
PO2025001563,2025-08-01,SUP019,STR020,PRD01141,167,167,810.65,2025-08-07,2025-08-05,Completed
PO2025001564,2025-02-13,SUP033,STR027,PRD00100,30,30,9774.86,2025-02-19,2025-02-20,Completed
PO2025001565,2025-04-11,SUP026,STR008,PRD00163,72,72,7712.99,2025-04-20,2025-04-23,Delayed
PO2025001566,2025-03-22,SUP033,STR036,PRD00538,154,154,41.78,2025-03-28,2025-03-27,Completed
PO2025001567,2025-02-03,SUP028,STR030,PRD00704,114,114,707.14,2025-02-13,2025-02-14,Completed
PO2025001568,2025-08-06,SUP008,STR029,PRD00546,242,242,473.9,2025-08-20,2025-08-21,Completed
PO2025001569,2025-06-07,SUP047,STR030,PRD00552,311,311,194.94,2025-06-14,2025-06-12,Completed
PO2025001570,2025-06-22,SUP005,STR032,PRD00895,157,157,297.4,2025-06-30,2025-07-01,Completed
PO2025001571,2025-11-10,SUP029,STR035,PRD00560,288,288,218.79,2025-11-28,2025-12-12,Delayed
PO2025001572,2025-05-02,SUP046,STR023,PRD01065,332,332,478.36,2025-05-17,2025-05-20,Delayed
PO2025001573,2025-08-13,SUP008,STR018,PRD00865,176,176,1423.93,2025-08-27,2025-08-28,Completed
PO2025001574,2025-03-05,SUP012,STR009,PRD00996,201,201,329.39,2025-03-16,2025-03-15,Completed
PO2025001575,2025-03-08,SUP042,STR029,PRD00049,42,42,3028.11,2025-03-26,2025-04-04,Delayed
PO2025001576,2025-01-03,SUP015,STR035,PRD00783,111,111,1443.25,2025-01-08,2025-01-06,Completed
PO2025001577,2025-11-16,SUP008,STR020,PRD00844,180,180,2224.57,2025-11-30,2025-11-28,Completed
PO2025001578,2025-03-22,SUP053,STR021,PRD00992,299,299,224.17,2025-03-31,2025-03-31,Completed
PO2025001579,2025-10-25,SUP037,STR012,PRD00296,201,201,121.63,2025-11-04,2025-11-03,Completed
PO2025001580,2025-07-14,SUP050,STR028,PRD00309,133,133,637.15,2025-07-18,2025-07-19,Completed
PO2025001581,2025-01-13,SUP031,STR021,PRD00379,388,388,460.66,2025-01-20,2025-01-19,Completed
PO2025001582,2025-07-24,SUP053,STR035,PRD00106,102,102,2487.36,2025-08-02,2025-08-01,Completed
PO2025001583,2025-12-09,SUP001,STR016,PRD00619,345,345,139.33,2025-12-15,2025-12-19,Delayed
PO2025001584,2025-04-02,SUP028,STR025,PRD00456,382,382,169.99,2025-04-12,2025-04-11,Completed
PO2025001585,2025-04-17,SUP004,STR039,PRD00190,63,63,7955.32,2025-04-28,2025-04-27,Completed
PO2025001586,2025-04-24,SUP040,STR036,PRD00216,66,66,7226.78,2025-05-07,2025-05-07,Completed
PO2025001587,2025-08-07,SUP036,STR015,PRD00049,42,42,3028.11,2025-08-18,2025-09-01,Delayed
PO2025001588,2025-11-17,SUP029,STR013,PRD00186,45,45,5124.89,2025-12-05,2025-12-03,Completed
PO2025001589,2025-05-08,SUP039,STR020,PRD00824,75,75,2166.53,2025-05-23,2025-05-23,Completed
PO2025001590,2025-09-06,SUP028,STR041,PRD00454,185,185,182.3,2025-09-16,2025-09-14,Completed
PO2025001591,2025-04-17,SUP034,STR034,PRD00753,103,103,2621.72,2025-04-30,2025-04-29,Completed
PO2025001592,2025-03-09,SUP042,STR007,PRD00565,395,395,61.48,2025-03-27,2025-03-27,Completed
PO2025001593,2025-01-07,SUP045,STR023,PRD00303,246,0,362.28,2025-01-15,,Cancelled
PO2025001594,2025-08-08,SUP010,STR018,PRD00924,365,365,194.5,2025-08-15,2025-08-16,Completed
PO2025001595,2025-09-24,SUP006,STR033,PRD00692,132,132,1445.9,2025-09-29,2025-09-27,Completed
PO2025001596,2025-02-28,SUP028,STR031,PRD01001,373,373,178.37,2025-03-10,2025-03-10,Completed
PO2025001597,2025-01-13,SUP035,STR022,PRD00977,171,171,282.28,2025-02-02,2025-02-01,Completed
PO2025001598,2025-09-11,SUP006,STR013,PRD00712,109,109,947.15,2025-09-16,2025-09-24,Delayed
PO2025001599,2025-12-14,SUP011,STR027,PRD00900,139,0,1961.05,2025-12-30,,In-Transit
PO2025001600,2025-04-14,SUP048,STR032,PRD00451,137,137,505.23,2025-04-27,2025-04-28,Completed
PO2025001601,2025-06-21,SUP021,STR033,PRD00739,159,159,1541.42,2025-07-04,2025-07-05,Completed
PO2025001602,2025-12-05,SUP021,STR001,PRD00650,181,181,249.31,2025-12-18,2025-12-18,Completed
PO2025001603,2025-03-29,SUP011,STR003,PRD00926,355,355,481.25,2025-04-14,2025-04-13,Completed
PO2025001604,2025-06-26,SUP059,STR024,PRD01063,201,201,488.39,2025-07-02,2025-06-30,Completed
PO2025001605,2025-07-11,SUP022,STR039,PRD01044,111,111,544.48,2025-07-23,2025-07-21,Completed
PO2025001606,2025-08-27,SUP056,STR016,PRD00693,163,163,1671.42,2025-09-17,2025-09-17,Completed
PO2025001607,2025-02-24,SUP052,STR027,PRD00478,91,91,812.26,2025-03-03,2025-03-02,Completed
PO2025001608,2025-06-01,SUP041,STR002,PRD00795,100,100,688.02,2025-06-16,2025-06-14,Completed
PO2025001609,2025-10-10,SUP058,STR037,PRD01082,137,127,797.26,2025-10-24,2025-10-30,Delayed
PO2025001610,2025-09-07,SUP023,STR012,PRD01146,121,121,1488.77,2025-09-14,2025-09-15,Completed
PO2025001611,2025-06-22,SUP034,STR013,PRD00275,115,115,847.9,2025-07-05,2025-07-04,Completed
PO2025001612,2025-05-24,SUP001,STR032,PRD00161,28,28,7015.28,2025-05-30,2025-05-29,Completed
PO2025001613,2025-08-06,SUP059,STR022,PRD00551,274,274,430.57,2025-08-12,2025-08-12,Completed
PO2025001614,2025-08-27,SUP009,STR040,PRD00143,25,25,8058.06,2025-09-06,2025-09-07,Completed
PO2025001615,2025-12-22,SUP002,STR013,PRD00242,92,0,2557.66,2025-12-31,,In-Transit
PO2025001616,2025-08-23,SUP001,STR013,PRD00536,397,397,270.95,2025-08-29,2025-08-30,Completed
PO2025001617,2025-06-21,SUP042,STR027,PRD00733,151,151,2186.97,2025-07-09,2025-07-10,Completed
PO2025001618,2025-12-14,SUP004,STR001,PRD00198,160,0,2976.38,2025-12-25,,In-Transit
PO2025001619,2025-10-24,SUP002,STR022,PRD00782,105,105,1957.52,2025-11-02,2025-11-09,Delayed
PO2025001620,2025-04-29,SUP058,STR028,PRD00340,180,180,556.08,2025-05-13,2025-05-14,Completed
PO2025001621,2025-05-19,SUP020,STR019,PRD00502,179,179,628.72,2025-05-22,2025-06-04,Delayed
PO2025001622,2025-03-31,SUP015,STR026,PRD00380,317,317,210.5,2025-04-05,2025-04-03,Completed
PO2025001623,2025-04-19,SUP011,STR010,PRD00415,270,270,286.19,2025-05-05,2025-05-03,Completed
PO2025001624,2025-05-21,SUP036,STR027,PRD00433,122,122,861.75,2025-06-01,2025-05-30,Completed
PO2025001625,2025-06-05,SUP034,STR020,PRD00018,36,36,9769.19,2025-06-18,2025-06-25,Delayed
PO2025001626,2025-11-16,SUP016,STR027,PRD00132,39,39,17725.67,2025-12-01,2025-12-01,Completed
PO2025001627,2025-10-03,SUP008,STR041,PRD00966,169,169,526.45,2025-10-17,2025-10-29,Delayed
PO2025001628,2025-01-09,SUP040,STR019,PRD00422,330,330,166.93,2025-01-22,2025-01-22,Completed
PO2025001629,2025-11-15,SUP010,STR037,PRD00585,374,374,289.65,2025-11-22,2025-11-22,Completed
PO2025001630,2025-05-05,SUP022,STR027,PRD01076,99,99,2595.55,2025-05-17,2025-05-17,Completed
PO2025001631,2025-03-31,SUP059,STR026,PRD00932,377,377,293.99,2025-04-06,2025-04-06,Completed
PO2025001632,2025-11-27,SUP027,STR040,PRD00051,55,55,13812.18,2025-12-16,2025-12-16,Completed
PO2025001633,2025-01-10,SUP006,STR003,PRD00778,94,94,569.54,2025-01-15,2025-01-19,Delayed
PO2025001634,2025-05-15,SUP028,STR011,PRD00737,167,167,753.37,2025-05-25,2025-05-23,Completed
PO2025001635,2025-08-03,SUP005,STR006,PRD00451,137,137,505.23,2025-08-11,2025-08-10,Completed
PO2025001636,2025-08-28,SUP051,STR039,PRD01110,129,129,581.11,2025-09-01,2025-09-01,Completed
PO2025001637,2025-05-07,SUP040,STR016,PRD01184,63,63,3182.7,2025-05-20,2025-05-20,Completed
PO2025001638,2025-01-14,SUP022,STR005,PRD00509,133,133,674.33,2025-01-26,2025-02-09,Delayed
PO2025001639,2025-12-04,SUP002,STR008,PRD00032,52,52,14800.0,2025-12-13,2025-12-12,Completed
PO2025001640,2025-11-10,SUP026,STR020,PRD00114,46,46,12306.0,2025-11-19,2025-11-19,Completed
PO2025001641,2025-02-25,SUP046,STR039,PRD00884,152,152,1086.34,2025-03-12,2025-03-13,Completed
PO2025001642,2025-03-14,SUP059,STR040,PRD00391,267,267,347.41,2025-03-20,2025-04-03,Delayed
PO2025001643,2025-09-16,SUP014,STR021,PRD00764,171,171,1836.11,2025-09-26,2025-09-24,Completed
PO2025001644,2025-09-30,SUP032,STR011,PRD00146,48,48,4155.91,2025-10-10,2025-10-08,Completed
PO2025001645,2025-01-03,SUP034,STR004,PRD00130,55,55,12882.58,2025-01-16,2025-01-15,Completed
PO2025001646,2025-12-13,SUP034,STR021,PRD00010,61,0,11774.44,2025-12-26,,In-Transit
PO2025001647,2025-11-28,SUP039,STR030,PRD00355,365,365,163.8,2025-12-13,2025-12-14,Completed
PO2025001648,2025-10-09,SUP054,STR018,PRD00951,275,275,352.38,2025-10-15,2025-10-16,Completed
PO2025001649,2025-05-01,SUP040,STR008,PRD01143,69,69,3157.32,2025-05-14,2025-05-12,Completed
PO2025001650,2025-12-13,SUP054,STR019,PRD00020,173,0,1948.29,2025-12-19,,In-Transit
PO2025001651,2025-03-14,SUP056,STR028,PRD00321,117,117,715.49,2025-04-04,2025-04-03,Completed
PO2025001652,2025-04-18,SUP059,STR012,PRD00716,99,99,1007.46,2025-04-24,2025-04-24,Completed
PO2025001653,2025-02-22,SUP041,STR019,PRD00172,42,42,5253.3,2025-03-09,2025-03-07,Completed
PO2025001654,2025-01-15,SUP014,STR033,PRD00465,268,268,442.8,2025-01-25,2025-01-23,Completed
PO2025001655,2025-01-12,SUP043,STR032,PRD00089,45,45,18400.64,2025-02-01,2025-01-31,Completed
PO2025001656,2025-01-23,SUP020,STR014,PRD00651,299,299,256.48,2025-01-26,2025-01-25,Completed
PO2025001657,2025-04-19,SUP050,STR020,PRD00593,270,270,385.84,2025-04-23,2025-04-21,Completed
PO2025001658,2025-12-02,SUP022,STR028,PRD00261,39,0,5118.51,2025-12-14,,Cancelled
PO2025001659,2025-07-15,SUP003,STR032,PRD00166,112,112,2471.0,2025-08-03,2025-08-03,Completed
PO2025001660,2025-04-13,SUP016,STR008,PRD00117,70,70,4053.02,2025-04-28,2025-04-28,Completed
PO2025001661,2025-09-27,SUP021,STR033,PRD00114,46,46,12306.0,2025-10-10,2025-10-09,Completed
PO2025001662,2025-08-25,SUP043,STR017,PRD00031,73,73,13903.81,2025-09-14,2025-09-19,Delayed
PO2025001663,2025-08-12,SUP021,STR014,PRD01119,71,71,4378.4,2025-08-25,2025-08-25,Completed
PO2025001664,2025-08-08,SUP046,STR014,PRD00456,382,382,169.99,2025-08-23,2025-09-03,Delayed
PO2025001665,2025-08-07,SUP053,STR030,PRD01071,32,32,3412.0,2025-08-16,2025-08-15,Completed
PO2025001666,2025-02-21,SUP005,STR007,PRD00525,318,318,66.45,2025-03-01,2025-03-02,Completed
PO2025001667,2025-12-22,SUP052,STR018,PRD01020,159,0,361.97,2025-12-29,,In-Transit
PO2025001668,2025-05-08,SUP010,STR034,PRD00676,97,97,2836.76,2025-05-15,2025-05-26,Delayed
PO2025001669,2025-04-14,SUP010,STR024,PRD00740,99,99,2842.31,2025-04-21,2025-04-20,Completed
PO2025001670,2025-07-10,SUP017,STR030,PRD00428,388,0,244.75,2025-07-18,,Cancelled
PO2025001671,2025-06-03,SUP003,STR012,PRD00868,116,116,912.21,2025-06-22,2025-07-05,Delayed
PO2025001672,2025-08-18,SUP012,STR012,PRD00504,149,149,934.24,2025-08-29,2025-08-29,Completed
PO2025001673,2025-05-27,SUP013,STR020,PRD00976,97,97,582.61,2025-06-06,2025-06-05,Completed
PO2025001674,2025-12-14,SUP035,STR032,PRD00843,112,0,689.46,2026-01-03,,In-Transit
PO2025001675,2025-08-29,SUP017,STR012,PRD00167,73,73,5523.21,2025-09-06,2025-09-04,Completed
PO2025001676,2025-11-02,SUP007,STR029,PRD00702,85,85,988.64,2025-11-23,2025-11-21,Completed
PO2025001677,2025-09-28,SUP051,STR027,PRD00269,400,400,99.82,2025-10-02,2025-09-30,Completed
PO2025001678,2025-11-05,SUP057,STR026,PRD00134,70,70,14953.78,2025-11-11,2025-11-11,Completed
PO2025001679,2025-03-24,SUP059,STR008,PRD00519,101,101,642.9,2025-03-30,2025-03-28,Completed
PO2025001680,2025-08-27,SUP041,STR038,PRD00439,375,375,95.61,2025-09-11,2025-09-12,Completed
PO2025001681,2025-06-08,SUP045,STR029,PRD00564,380,380,347.97,2025-06-16,2025-06-14,Completed
PO2025001682,2025-11-19,SUP001,STR017,PRD01128,78,78,1440.68,2025-11-25,2025-11-25,Completed
PO2025001683,2025-08-13,SUP044,STR039,PRD00260,44,44,5607.87,2025-08-29,2025-09-10,Delayed
PO2025001684,2025-10-12,SUP018,STR029,PRD00170,159,159,918.49,2025-10-28,2025-10-28,Completed
PO2025001685,2025-04-02,SUP057,STR027,PRD00808,130,130,1813.97,2025-04-08,2025-04-06,Completed
PO2025001686,2025-08-13,SUP059,STR015,PRD00218,25,25,5051.02,2025-08-19,2025-08-17,Completed
PO2025001687,2025-03-19,SUP028,STR009,PRD00091,58,58,15504.58,2025-03-29,2025-03-29,Completed
PO2025001688,2025-03-21,SUP024,STR033,PRD00449,308,308,199.14,2025-04-11,2025-04-23,Delayed
PO2025001689,2025-09-16,SUP032,STR017,PRD00166,112,112,2471.0,2025-09-26,2025-09-24,Completed
PO2025001690,2025-08-23,SUP060,STR038,PRD00669,117,0,1886.76,2025-09-08,,Cancelled
PO2025001691,2025-07-23,SUP028,STR036,PRD00704,114,114,707.14,2025-08-02,2025-08-03,Completed
PO2025001692,2025-07-29,SUP049,STR035,PRD00050,75,75,16076.03,2025-08-14,2025-08-15,Completed
PO2025001693,2025-12-06,SUP056,STR015,PRD01164,88,88,1108.71,2025-12-27,2025-12-26,Completed
PO2025001694,2025-09-07,SUP012,STR015,PRD00296,201,201,121.63,2025-09-18,2025-09-22,Delayed
PO2025001695,2025-02-13,SUP004,STR028,PRD00093,43,43,9704.07,2025-02-24,2025-02-24,Completed
PO2025001696,2025-09-07,SUP033,STR005,PRD00213,75,75,5597.11,2025-09-13,2025-09-13,Completed
